Algorithm,Score,Extra Training Data,Paper Title,Date,Game
C51 noop,1520.0,False,A Distributional Perspective on Reinforcement Learning,2017,venture
RUDDER,1350,False,RUDDER: Return Decomposition for Delayed Rewards,2018,venture
IQN,1318,False,Implicit Quantile Networks for Distributional Reinforcement Learning,2018,venture
DQNMMCe+SR,1241.8,False,Count-Based Exploration with the Successor Representation,2018,venture
DDQN+Pop-Art noop,1172.0,False,Learning values across many orders of magnitude,2016,venture
Sarsa-φ-EB,1169.2,False,Count-Based Exploration in Feature Space for Reinforcement Learning,2017,venture
NoisyNet-Dueling,815,False,Noisy Networks for Exploration,2017,venture
ES FF (1 hour) noop,760.0,False,Evolution Strategies as a Scalable Alternative to Reinforcement Learning,2017,venture
Gorila,523.4,False,Massively Parallel Methods for Deep Reinforcement Learning,2015,venture
Duel noop,497.0,False,Dueling Network Architectures for Deep Reinforcement Learning,2015,venture
TRPO-hash,445.0,False,#Exploration: A Study of Count-Based Exploration for Deep Reinforcement Learning,2016,venture
Intrinsic Reward Agent,416,False,Large-Scale Study of Curiosity-Driven Learning,2018,venture
Nature DQN,380.0,False,,,venture
Bootstrapped DQN,212.5,False,Deep Exploration via Bootstrapped DQN,2016,venture
Duel hs,200.0,False,Dueling Network Architectures for Deep Reinforcement Learning,2015,venture
Advantage Learning,198.69,False,Increasing the Action Gap: New Operators for Reinforcement Learning,2015,venture
DQN noop,163.0,False,Deep Reinforcement Learning with Double Q-learning,2015,venture
DQN hs,136.0,False,Deep Reinforcement Learning with Double Q-learning,2015,venture
DDQN (tuned) noop,98.0,False,Dueling Network Architectures for Deep Reinforcement Learning,2015,venture
Prior hs,94.0,False,Prioritized Experience Replay,2015,venture
DQN-PixelCNN,82.2,False,Count-Based Exploration with Neural Density Models,2017,venture
Best Learner,66,False,The Arcade Learning Environment: An Evaluation Platform for General Agents,2012,venture
Prior noop,54.0,False,Prioritized Experience Replay,2015,venture
Prior+Duel noop,48.0,False,Dueling Network Architectures for Deep Reinforcement Learning,2015,venture
DQN-CTS,48.0,False,Count-Based Exploration with Neural Density Models,2017,venture
QR-DQN-1,43.9,False,Distributional Reinforcement Learning with Quantile Regression,2017,venture
POP3D,36.33,False,Policy Optimization With Penalized Point Probability Distance: An Alternative To Proximal Policy Optimization,2018,venture
Prior+Duel hs,29.0,False,Deep Reinforcement Learning with Double Q-learning,2015,venture
A3C LSTM hs,25.0,False,Asynchronous Methods for Deep Reinforcement Learning,2016,venture
A3C FF hs,23.0,False,Asynchronous Methods for Deep Reinforcement Learning,2016,venture
DDQN (tuned) hs,21.0,False,Deep Reinforcement Learning with Double Q-learning,2015,venture
A3C FF (1 day) hs,19.0,False,Asynchronous Methods for Deep Reinforcement Learning,2016,venture
DreamerV2,2,False,Mastering Atari with Discrete World Models,2020,venture
SARSA,0.6,False,,,venture
MuZero,0.40,False,"Mastering Atari, Go, Chess and Shogi by Planning with a Learned Model",2019,venture
MP-EB,0.0,False,Incentivizing Exploration In Reinforcement Learning With Deep Predictive Models,2015,venture
A3C-CTS,0.0,False,Unifying Count-Based Exploration and Intrinsic Motivation,2016,venture
Sarsa-ε,0.0,False,Count-Based Exploration in Feature Space for Reinforcement Learning,2017,venture
IMPALA (deep),0.00,False,IMPALA: Scalable Distributed Deep-RL with Importance Weighted Actor-Learner Architectures,2018,venture
A2C + SIL,0,False,Self-Imitation Learning,2018,venture
CGP,0,False,Evolving simple programs for playing Atari games,2018,venture
MuZero,454993.53,False,"Mastering Atari, Go, Chess and Shogi by Planning with a Learned Model",2019,beamrider
GDI-H3(200M frames),422390,False,GDI: Rethinking What Makes Reinforcement Learning Different From Supervised Learning,2021,beamrider
MuZero (Res2 Adam),333077.44,False,Online and Offline Reinforcement Learning by Planning with a Learned Model,2021,beamrider
Agent57,300509.8,False,Agent57: Outperforming the Atari Human Benchmark,2020,beamrider
R2D2,188257.4,False,Recurrent Experience Replay in Distributed Reinforcement Learning,2019,beamrider
GDI-I3,162100,False,GDI: Rethinking What Makes Reinforcement Learning Different From Supervised Learning,2021,beamrider
Ape-X,63305.2,False,Distributed Prioritized Experience Replay,2018,beamrider
IQN,42776,False,Implicit Quantile Networks for Distributional Reinforcement Learning,2018,beamrider
Prior+Duel hs,37412.2,False,Deep Reinforcement Learning with Double Q-learning,2015,beamrider
QR-DQN-1,34821,False,Distributional Reinforcement Learning with Quantile Regression,2017,beamrider
IMPALA (deep),32463.47,False,IMPALA: Scalable Distributed Deep-RL with Importance Weighted Actor-Learner Architectures,2018,beamrider
Prior hs,31181.3,False,Prioritized Experience Replay,2015,beamrider
Prior+Duel noop,30276.5,False,Dueling Network Architectures for Deep Reinforcement Learning,2015,beamrider
A3C LSTM hs,24622.2,False,Asynchronous Methods for Deep Reinforcement Learning,2016,beamrider
Bootstrapped DQN,23429.8,False,Deep Exploration via Bootstrapped DQN,2016,beamrider
Prior noop,23384.2,False,Prioritized Experience Replay,2015,beamrider
NoisyNet-Dueling,23134,False,Noisy Networks for Exploration,2017,beamrider
A3C FF hs,22707.9,False,Asynchronous Methods for Deep Reinforcement Learning,2016,beamrider
DreamerV2,18646,False,Mastering Atari with Discrete World Models,2020,beamrider
DDQN (tuned) hs,17417.2,False,Deep Reinforcement Learning with Double Q-learning,2015,beamrider
DDRL A3C,14900,False,Distributed Deep Reinforcement Learning: Learn how to play Atari games in 21 minutes,2018,beamrider
Duel hs,14591.3,False,Dueling Network Architectures for Deep Reinforcement Learning,2015,beamrider
C51 noop,14074.0,False,A Distributional Perspective on Reinforcement Learning,2017,beamrider
DDQN (tuned) noop,13772.8,False,Dueling Network Architectures for Deep Reinforcement Learning,2015,beamrider
A3C FF (1 day) hs,13235.9,False,Asynchronous Methods for Deep Reinforcement Learning,2016,beamrider
Persistent AL,13145.34,False,Increasing the Action Gap: New Operators for Reinforcement Learning,2015,beamrider
Duel noop,12164.0,False,Dueling Network Architectures for Deep Reinforcement Learning,2015,beamrider
Reactor 500M,11033.4,False,The Reactor: A fast and sample-efficient Actor-Critic agent for Reinforcement Learning,2017,beamrider
Advantage Learning,10054.58,False,Increasing the Action Gap: New Operators for Reinforcement Learning,2015,beamrider
DQN hs,9743.2,False,Deep Reinforcement Learning with Double Q-learning,2015,beamrider
DQN noop,8627.5,False,Deep Reinforcement Learning with Double Q-learning,2015,beamrider
DDQN+Pop-Art noop,8299.4,False,Learning values across many orders of magnitude,2016,beamrider
Nature DQN,6846.0,False,,,beamrider
UCT,6624.6,False,The Arcade Learning Environment: An Evaluation Platform for General Agents,2012,beamrider
MAC,6072,False,Mean Actor Critic,2017,beamrider
RIMs-PPO,5320,False,,,beamrider
DQN Best,5184,False,Playing Atari with Deep Reinforcement Learning,2013,beamrider
POP3D,4549,False,Policy Optimization With Penalized Point Probability Distance: An Alternative To Proximal Policy Optimization,2018,beamrider
Gorila,3822.1,False,Massively Parallel Methods for Deep Reinforcement Learning,2015,beamrider
A2C + SIL,2366.2,False,Self-Imitation Learning,2018,beamrider
SARSA,1743.0,False,,,beamrider
CGP,1341.6,False,Evolving simple programs for playing Atari games,2018,beamrider
Best Learner,929.4,False,The Arcade Learning Environment: An Evaluation Platform for General Agents,2012,beamrider
ES FF (1 hour) noop,744.0,False,Evolution Strategies as a Scalable Alternative to Reinforcement Learning,2017,beamrider
SAC,432.1,False,Soft Actor-Critic for Discrete Action Settings,2019,beamrider
GDI-H3(200M frames),620780,False,GDI: Rethinking What Makes Reinforcement Learning Different From Supervised Learning,2021,jamesbond
GDI-I3,594500,False,GDI: Rethinking What Makes Reinforcement Learning Different From Supervised Learning,2021,jamesbond
Agent57,135784.96,False,Agent57: Outperforming the Atari Human Benchmark,2020,jamesbond
FQF,87291.7,False,Fully Parameterized Quantile Function for Distributional Reinforcement Learning,2019,jamesbond
MuZero,41063.25,False,"Mastering Atari, Go, Chess and Shogi by Planning with a Learned Model",2019,jamesbond
DreamerV2,40445,False,Mastering Atari with Discrete World Models,2020,jamesbond
IQN,35108,False,Implicit Quantile Networks for Distributional Reinforcement Learning,2018,jamesbond
MuZero (Res2 Adam),28626.23,False,Online and Offline Reinforcement Learning by Planning with a Learned Model,2021,jamesbond
R2D2,25354.0,False,Recurrent Experience Replay in Distributed Reinforcement Learning,2019,jamesbond
Ape-X,21322.5,False,Distributed Prioritized Experience Replay,2018,jamesbond
CGP,6130,False,Evolving simple programs for playing Atari games,2018,jamesbond
Prior noop,5148.0,False,Prioritized Experience Replay,2015,jamesbond
QR-DQN-1,4703,False,Distributional Reinforcement Learning with Quantile Regression,2017,jamesbond
Prior hs,3961.0,False,Prioritized Experience Replay,2015,jamesbond
C51 noop,1909.0,False,A Distributional Perspective on Reinforcement Learning,2017,jamesbond
Bootstrapped DQN,1663.5,False,Deep Exploration via Bootstrapped DQN,2016,jamesbond
DDQN (tuned) noop,1358.0,False,Dueling Network Architectures for Deep Reinforcement Learning,2015,jamesbond
Duel noop,1312.5,False,Dueling Network Architectures for Deep Reinforcement Learning,2015,jamesbond
Recurrent Rational DQN Average,1137,False,Adaptive Rational Activations to Boost Deep Reinforcement Learning,2021,jamesbond
Rational DQN Average,1122,False,Adaptive Rational Activations to Boost Deep Reinforcement Learning,2021,jamesbond
Advantage Learning,848.46,False,Increasing the Action Gap: New Operators for Reinforcement Learning,2015,jamesbond
Duel hs,835.5,False,Dueling Network Architectures for Deep Reinforcement Learning,2015,jamesbond
Prior+Duel noop,812.0,False,Dueling Network Architectures for Deep Reinforcement Learning,2015,jamesbond
Persistent AL,772.09,False,Increasing the Action Gap: New Operators for Reinforcement Learning,2015,jamesbond
DQN noop,768.5,False,Deep Reinforcement Learning with Double Q-learning,2015,jamesbond
DQN hs,697.5,False,Deep Reinforcement Learning with Double Q-learning,2015,jamesbond
A3C LSTM hs,613.0,False,Asynchronous Methods for Deep Reinforcement Learning,2016,jamesbond
IMPALA (deep),601.50,False,IMPALA: Scalable Distributed Deep-RL with Importance Weighted Actor-Learner Architectures,2018,jamesbond
Prior+Duel hs,585.0,False,Deep Reinforcement Learning with Double Q-learning,2015,jamesbond
Nature DQN,576.7,False,,,jamesbond
DDQN (tuned) hs,573.0,False,Deep Reinforcement Learning with Double Q-learning,2015,jamesbond
A3C FF hs,541.0,False,Asynchronous Methods for Deep Reinforcement Learning,2016,jamesbond
DDQN+Pop-Art noop,507.5,False,Learning values across many orders of magnitude,2016,jamesbond
Gorila,444.0,False,Massively Parallel Methods for Deep Reinforcement Learning,2015,jamesbond
POP3D,358.54,False,Policy Optimization With Penalized Point Probability Distance: An Alternative To Proximal Policy Optimization,2018,jamesbond
SARSA,354.1,False,,,jamesbond
A3C FF (1 day) hs,351.5,False,Asynchronous Methods for Deep Reinforcement Learning,2016,jamesbond
UCT,330,False,The Arcade Learning Environment: An Evaluation Platform for General Agents,2012,jamesbond
A2C + SIL,310.8,False,Self-Imitation Learning,2018,jamesbond
Best Learner,202.8,False,The Arcade Learning Environment: An Evaluation Platform for General Agents,2012,jamesbond
SAC,68.3,False,Soft Actor-Critic for Discrete Action Settings,2019,jamesbond
Go-Explore,107363,False,Go-Explore: a New Approach for Hard-Exploration Problems,2019,pitfall
Agent57,18756.01,False,Agent57: Outperforming the Atari Human Benchmark,2020,pitfall
Go-Explore,6954,False,"First return, then explore",2020,pitfall
IQN,0,False,Implicit Quantile Networks for Distributional Reinforcement Learning,2018,pitfall
MuZero,0.00,False,"Mastering Atari, Go, Chess and Shogi by Planning with a Learned Model",2019,pitfall
R2D2,0.0,False,Recurrent Experience Replay in Distributed Reinforcement Learning,2019,pitfall
CGP,0,False,Evolving simple programs for playing Atari games,2018,pitfall
NoisyNet-Dueling,0,False,Noisy Networks for Exploration,2017,pitfall
POP3D,0,False,Policy Optimization With Penalized Point Probability Distance: An Alternative To Proximal Policy Optimization,2018,pitfall
Advantage Learning,0,False,Increasing the Action Gap: New Operators for Reinforcement Learning,2015,pitfall
QR-DQN-1,0,False,Distributional Reinforcement Learning with Quantile Regression,2017,pitfall
DreamerV2,0,False,Mastering Atari with Discrete World Models,2020,pitfall
MuZero (Res2 Adam),0,False,Online and Offline Reinforcement Learning by Planning with a Learned Model,2021,pitfall
GDI-I3,0,False,GDI: Rethinking What Makes Reinforcement Learning Different From Supervised Learning,2021,pitfall
RND,-3,False,Exploration by Random Network Distillation,2018,pitfall
Ape-X,-0.6,False,Distributed Prioritized Experience Replay,2018,pitfall
IMPALA (deep),-1.66,False,IMPALA: Scalable Distributed Deep-RL with Importance Weighted Actor-Learner Architectures,2018,pitfall
GDI-H3(200M frames),-4.3,False,GDI: Rethinking What Makes Reinforcement Learning Different From Supervised Learning,2021,pitfall
GDI-I3,986440,False,GDI: Rethinking What Makes Reinforcement Learning Different From Supervised Learning,2021,upndown
GDI-H3(200M frames),966590,False,GDI: Rethinking What Makes Reinforcement Learning Different From Supervised Learning,2021,upndown
MuZero,715545.61,False,"Mastering Atari, Go, Chess and Shogi by Planning with a Learned Model",2019,upndown
DreamerV2,653662,False,Mastering Atari with Discrete World Models,2020,upndown
MuZero (Res2 Adam),634898.18,False,Online and Offline Reinforcement Learning by Planning with a Learned Model,2021,upndown
Agent57,623805.73,False,Agent57: Outperforming the Atari Human Benchmark,2020,upndown
R2D2,589226.9,False,Recurrent Experience Replay in Distributed Reinforcement Learning,2019,upndown
Ape-X,401884.3,False,Distributed Prioritized Experience Replay,2018,upndown
RIMs-PPO,390000,False,,,upndown
IMPALA (deep),332546.75,False,IMPALA: Scalable Distributed Deep-RL with Importance Weighted Actor-Learner Architectures,2018,upndown
POP3D,242701.51,False,Policy Optimization With Penalized Point Probability Distance: An Alternative To Proximal Policy Optimization,2018,upndown
