,Algorithm,Score,Extra Training Data,Paper Title,Date,Game,Source,Random,Human,Normalized,LogNormalized,In57,train,good
3335,NEAT Object,340.0,,,,venture,NEAT,0.0,1187.5,28.63157894736842,1.4717547938985174,True,True,True
3336,NEAT Object,253986.0,,,,videopinball,NEAT,0.0,17667.9,1437.5562460733872,3.157926847027007,True,True,True
3337,NEAT Object,17700.0,,,,wizardofwor,NEAT,563.5,4756.5,408.6930598616742,2.6124586071327682,True,True,True
3338,NEAT Object,32836.4,,,,yarsrevenge,NEAT,3092.91,54576.9,57.77230941113926,1.7691727563058337,True,True,True
3339,NEAT Object,6460.0,,,,zaxxon,NEAT,32.5,9173.3,70.31660248555926,1.853190645258784,True,True,True
3340,NEAT Noise,1842.0,,,,alien,NEAT,227.75,7127.7,23.39509706592077,1.3873025504708267,True,True,True
3341,NEAT Noise,187.2,,,,amidar,NEAT,5.77,1719.5,10.586848570078132,1.0639653311548711,True,True,True
3342,NEAT Noise,799.0,,,,assault,NEAT,222.39,742.0,110.96976578587787,2.049100769768732,True,True,True
3343,NEAT Noise,1240.0,,,,asterix,NEAT,210.0,8503.3,12.419664066173901,1.12774164429549,True,True,True
3344,NEAT Noise,7204.0,,,,asteroids,NEAT,719.1,47388.7,13.895340864288531,1.1730504460395321,True,True,True
3345,NEAT Noise,103120.0,,,,atlantis,NEAT,12850.0,29028.1,557.9765238192372,2.7473935685485738,True,True,True
3346,NEAT Noise,106.0,,,,bankheist,NEAT,14.2,753.1,12.423873325213155,1.127877845270941,True,True,True
3347,NEAT Noise,41800.0,,,,battlezone,NEAT,2360.0,37187.5,113.24384466298184,2.0578328100467864,True,True,True
3348,NEAT Noise,1437.6,,,,beamrider,NEAT,363.88,16926.5,6.482790766195203,0.8740636016499652,True,True,True
3349,NEAT Noise,1536.0,,,,berzerk,NEAT,123.65,2630.4,56.34187693228284,1.7584719043061836,True,True,True
3350,NEAT Noise,170.6,,,,bowling,NEAT,23.11,160.7,107.19529035540376,2.0342083567301086,True,True,True
3351,NEAT Noise,60.8,,,,boxing,NEAT,0.05,12.1,504.14937759336107,2.7034198222209467,True,True,True
3352,NEAT Noise,5.0,,,,breakout,NEAT,1.72,30.5,11.396803335649757,1.0933097115600972,True,True,True
3353,NEAT Noise,24831.6,,,,centipede,NEAT,2090.87,12017.0,229.0996591823802,2.361915975403449,True,True,True
3354,NEAT Noise,3360.0,,,,choppercommand,NEAT,811.0,7387.8,38.75745043182094,1.5994185261555078,True,True,True
3355,NEAT Noise,23560.0,,,,crazyclimber,NEAT,10780.5,35829.4,51.01820838440011,1.7161553901096027,True,True,True
3356,NEAT Noise,36300.0,,,,defender,NEAT,2874.5,18688.9,211.3611645082962,2.327075098182307,True,True,True
3357,NEAT Noise,2707.0,,,,demonattack,NEAT,152.07,1971.0,140.46334933174995,2.1506439363639682,True,True,True
3358,NEAT Noise,10.8,,,,doubledunk,NEAT,-18.55,-16.4,1365.116279069766,3.1354876665557145,True,True,True
3359,NEAT Noise,99.4,,,,enduro,NEAT,0.0,860.5,11.551423590935503,1.0986929865839772,True,True,True
3360,NEAT Noise,-47.4,,,,fishingderby,NEAT,-91.71,-38.7,83.58800226372382,1.9273087682379846,True,True,True
3361,NEAT Noise,30.0,,,,freeway,NEAT,0.01,29.6,101.35180804325786,2.0100955188722365,True,True,True
3362,NEAT Noise,338.0,,,,frostbite,NEAT,65.2,4334.7,6.3895069680290435,0.8686154629946408,True,True,True
3363,NEAT Noise,2600.0,,,,gopher,NEAT,257.6,2412.5,108.70109981901712,2.040210981657992,True,True,True
3364,NEAT Noise,2530.0,,,,gravitar,NEAT,173.0,3351.4,74.15680845708532,1.8759683294526233,True,True,True
3365,NEAT Noise,5729.0,,,,hero,NEAT,1026.97,30826.4,15.778925972745116,1.224764157980253,True,True,True
3366,NEAT Noise,3.0,,,,icehockey,NEAT,-11.15,0.9,117.42738589211618,2.0734521429827915,True,True,True
3367,NEAT Noise,6900.0,,,,jamesbond,NEAT,29.0,302.8,2509.4959824689554,3.399759530712174,True,True,True
3368,NEAT Noise,1280.0,,,,kangaroo,NEAT,52.0,3035.0,41.166610794502176,1.6249686953378943,True,True,True
3369,NEAT Noise,6864.2,,,,krull,NEAT,1598.05,2665.5,493.33926647618154,2.694025108815266,True,True,True
3370,NEAT Noise,57820.0,,,,kungfumaster,NEAT,258.5,22736.3,256.08155602416605,2.410070919877945,True,True,True
3371,NEAT Noise,60.0,,,,montezumarevenge,NEAT,0.0,4753.3,1.2622809416615823,0.3545465368569194,True,True,True
3372,NEAT Noise,3916.0,,,,mspacman,NEAT,307.3,6951.6,54.31271917282483,1.7428250089071629,True,True,True
3373,NEAT Noise,5452.0,,,,namethisgame,NEAT,2292.35,8049.0,54.88695682384721,1.7473104619044537,True,True,True
3374,NEAT Noise,6290.0,,,,phoenix,NEAT,761.4,7242.6,85.30210454854038,1.936021386476202,True,True,True
3375,NEAT Noise,0.0,,,,pitfall,NEAT,-229.44,6463.7,3.427987461789235,0.6462063824678737,True,True,True
3376,NEAT Noise,-16.0,,,,pong,NEAT,-20.71,14.6,13.338997451146986,1.1565187875482759,True,True,True
3377,NEAT Noise,14412.8,,,,privateeye,NEAT,24.94,69571.3,20.688156792102415,1.3362226442671334,True,True,True
3378,NEAT Noise,1275.0,,,,qbert,NEAT,163.88,13455.0,8.359867339998434,0.9712696934053132,True,True,True
3379,NEAT Noise,3116.0,,,,riverraid,NEAT,1338.5,17118.0,11.264615482112868,1.0886539368380157,True,True,True
3380,NEAT Noise,7440.0,,,,roadrunner,NEAT,11.5,7845.0,94.82989723622902,1.9815010224301772,True,True,True
3381,NEAT Noise,35.6,,,,robotank,NEAT,2.16,11.9,343.3264887063655,2.536970433847584,True,True,True
3382,NEAT Noise,860.0,,,,seaquest,NEAT,68.4,42054.7,1.8853768967496543,0.4602025500698066,True,True,True
3383,NEAT Noise,-9071.2,,,,skiing,NEAT,-17098.09,-4336.9,62.900795302005534,1.8055062633715937,True,True,True
3384,NEAT Noise,16760.0,,,,solaris,NEAT,1236.3,12326.7,139.97421193103943,2.1491396754898107,True,True,True
3385,NEAT Noise,1138.0,,,,spaceinvaders,NEAT,148.3,1668.7,65.09471191791633,1.820166713997917,True,True,True
3386,NEAT Noise,6740.0,,,,stargunner,NEAT,664.0,10250.0,63.38410181514709,1.8087786414850084,True,True,True
3387,NEAT Noise,0.6,,,,tennis,NEAT,-23.84,-8.3,157.27155727155727,2.199402875507509,True,True,True
3388,NEAT Noise,14600.0,,,,timepilot,NEAT,3568.0,5229.2,664.0982422345294,2.8228858000535864,True,True,True
3389,NEAT Noise,126.0,,,,tutankham,NEAT,11.43,167.6,73.36236152910291,1.8713531732296764,True,True,True
3390,NEAT Noise,9050.0,,,,upndown,NEAT,533.4,11693.2,76.31498772379433,1.8882636912636972,True,True,True
3391,NEAT Noise,200.0,,,,venture,NEAT,0.0,1187.5,16.842105263157894,1.2514460972502532,True,True,True
3392,NEAT Noise,426194.4,,,,videopinball,NEAT,0.0,17667.9,2412.252729526429,3.3826028060742424,True,True,True
3393,NEAT Noise,14260.0,,,,wizardofwor,NEAT,563.5,4756.5,326.65156212735513,2.5154122428603647,True,True,True
3394,NEAT Noise,48288.6,,,,yarsrevenge,NEAT,3092.91,54576.9,87.78591169798611,1.9483440586025942,True,True,True
3395,NEAT Noise,3600.0,,,,zaxxon,NEAT,32.5,9173.3,39.02831262033958,1.6023672829574394,True,True,True
3396,CNE Object,1988.0,,,,alien,NEAT,227.75,7127.7,25.511054427930638,1.423427001332679,True,True,True
3397,CNE Object,161.8,,,,amidar,NEAT,5.77,1719.5,9.104701440717033,1.0045234861279544,True,True,True
3398,CNE Object,1276.8,,,,assault,NEAT,222.39,742.0,202.92334635592076,2.309466949236351,True,True,True
3399,CNE Object,1310.0,,,,asterix,NEAT,210.0,8503.3,13.263718905622612,1.154232771632534,True,True,True
3400,CNE Object,4800.0,,,,asteroids,NEAT,719.1,47388.7,8.744236076589472,0.9887477972015803,True,True,True
3401,CNE Object,96080.0,,,,atlantis,NEAT,12850.0,29028.1,514.4609070286375,2.712195733624317,True,True,True
3402,CNE Object,372.0,,,,bankheist,NEAT,14.2,753.1,48.42333197997023,1.693932020947393,True,True,True
3403,CNE Object,30600.0,,,,battlezone,NEAT,2360.0,37187.5,81.08534922116144,1.9142656501743662,True,True,True
3404,CNE Object,1494.4,,,,beamrider,NEAT,363.88,16926.5,6.825731677717656,0.893524953086214,True,True,True
3405,CNE Object,988.0,,,,berzerk,NEAT,123.65,2630.4,34.48090156577241,1.549994646674498,True,True,True
3406,CNE Object,223.0,,,,bowling,NEAT,23.11,160.7,145.27945344865182,2.1651833289925175,True,True,True
3407,CNE Object,45.2,,,,boxing,NEAT,0.05,12.1,374.68879668049806,2.5748282442718358,True,True,True
3408,CNE Object,17.2,,,,breakout,NEAT,1.72,30.5,53.78735232800555,1.7386803130807926,True,True,True
3409,CNE Object,22866.0,,,,centipede,NEAT,2090.87,12017.0,209.29737974417017,2.322833861513057,True,True,True
3410,CNE Object,5960.0,,,,choppercommand,NEAT,811.0,7387.8,78.2903539715363,1.8992203566525057,True,True,True
3411,CNE Object,25320.0,,,,crazyclimber,NEAT,10780.5,35829.4,58.04446502640834,1.7711791920231275,True,True,True
3412,CNE Object,16410.0,,,,defender,NEAT,2874.5,18688.9,85.58971570214487,1.9374663137374717,True,True,True
3413,CNE Object,3377.0,,,,demonattack,NEAT,152.07,1971.0,177.29819179407673,2.2511469388128384,True,True,True
3414,CNE Object,12.4,,,,doubledunk,NEAT,-18.55,-16.4,1439.534883720929,3.1585237795369965,True,True,True
3415,CNE Object,27.4,,,,enduro,NEAT,0.0,860.5,3.1841952353282976,0.6216119405933411,True,True,True
3416,CNE Object,-46.6,,,,fishingderby,NEAT,-91.71,-38.7,85.09715148085267,1.9349887830841812,True,True,True
3417,CNE Object,26.4,,,,freeway,NEAT,0.01,29.6,89.18553565393712,1.9551368891006724,True,True,True
3418,CNE Object,362.0,,,,frostbite,NEAT,65.2,4334.7,6.951633680758871,0.900456364587257,True,True,True
3419,CNE Object,2588.0,,,,gopher,NEAT,257.6,2412.5,108.14422943060002,2.038000779049304,True,True,True
3420,CNE Object,2390.0,,,,gravitar,NEAT,173.0,3351.4,69.75207651648628,1.8497391905767886,True,True,True
3421,CNE Object,5067.0,,,,hero,NEAT,1026.97,30826.4,13.557406970536013,1.163084023419461,True,True,True
3422,CNE Object,2.2,,,,icehockey,NEAT,-11.15,0.9,110.78838174273861,2.0483966693177296,True,True,True
3423,CNE Object,410.0,,,,jamesbond,NEAT,29.0,302.8,139.1526661796932,2.1466013639308734,True,True,True
3424,CNE Object,1160.0,,,,kangaroo,NEAT,52.0,3035.0,37.143814951391214,1.5814241268191158,True,True,True
3425,CNE Object,6101.8,,,,krull,NEAT,1598.05,2665.5,421.91671741065153,2.6262548526467833,True,True,True
3426,CNE Object,83080.0,,,,kungfumaster,NEAT,258.5,22736.3,368.45910186940006,2.5675663701584575,True,True,True
3427,CNE Object,340.0,,,,montezumarevenge,NEAT,0.0,4753.3,7.1529253360823,0.9113134651038746,True,True,True
3428,CNE Object,4112.0,,,,mspacman,NEAT,307.3,6951.6,57.26261607693812,1.765389981188846,True,True,True
3429,CNE Object,6396.0,,,,namethisgame,NEAT,2292.35,8049.0,71.28538299184422,1.859050486398654,True,True,True
3430,CNE Object,9178.0,,,,phoenix,NEAT,761.4,7242.6,129.86175399617355,2.116812737036426,True,True,True
3431,CNE Object,0.0,,,,pitfall,NEAT,-229.44,6463.7,3.427987461789235,0.6462063824678737,True,True,True
3432,CNE Object,-10.0,,,,pong,NEAT,-20.71,14.6,30.331350892098552,1.49597912045898,True,True,True
3433,CNE Object,9750.4,,,,privateeye,NEAT,24.94,69571.3,13.984139500615127,1.1756318076176717,True,True,True
3434,CNE Object,2165.0,,,,qbert,NEAT,163.88,13455.0,15.056067509735822,1.2056391855285138,True,True,True
3435,CNE Object,4120.0,,,,riverraid,NEAT,1338.5,17118.0,17.627301245286606,1.2701499381393702,True,True,True
3436,CNE Object,5140.0,,,,roadrunner,NEAT,11.5,7845.0,65.46881981234442,1.822617967723491,True,True,True
3437,CNE Object,15.0,,,,robotank,NEAT,2.16,11.9,131.82751540041068,2.1232880490438433,True,True,True
3438,CNE Object,800.0,,,,seaquest,NEAT,68.4,42054.7,1.7424731400480635,0.43814238276050094,True,True,True
3439,CNE Object,-8452.4,,,,skiing,NEAT,-17098.09,-4336.9,67.74987285668499,1.8372718993358832,True,True,True
3440,CNE Object,14768.0,,,,solaris,NEAT,1236.3,12326.7,122.01273173194834,2.0899500629416736,True,True,True
3441,CNE Object,1246.0,,,,spaceinvaders,NEAT,148.3,1668.7,72.19810576164167,1.8644998424257306,True,True,True
3442,CNE Object,11300.0,,,,stargunner,NEAT,664.0,10250.0,110.95347381598164,2.0490375738927673,True,True,True
3443,CNE Object,1.4,,,,tennis,NEAT,-23.84,-8.3,162.41956241956242,2.213304043275608,True,True,True
3444,CNE Object,13060.0,,,,timepilot,NEAT,3568.0,5229.2,571.3941728870697,2.757695203886005,True,True,True
3445,CNE Object,163.4,,,,tutankham,NEAT,11.43,167.6,97.31062303899597,1.992600448431817,True,True,True
3446,CNE Object,6466.0,,,,upndown,NEAT,533.4,11693.2,53.16045090413806,1.733682271341118,True,True,True
3447,CNE Object,160.0,,,,venture,NEAT,0.0,1187.5,13.473684210526315,1.1605790928774335,True,True,True
3448,CNE Object,335109.0,,,,videopinball,NEAT,0.0,17667.9,1896.710984327509,3.278230071384603,True,True,True
3449,CNE Object,10720.0,,,,wizardofwor,NEAT,563.5,4756.5,242.22513713331745,2.386008456925301,True,True,True
3450,CNE Object,21472.2,,,,yarsrevenge,NEAT,3092.91,54576.9,35.699039643197814,1.5646546995895025,True,True,True
3451,CNE Object,6260.0,,,,zaxxon,NEAT,32.5,9173.3,68.12861018729214,1.8396578255927276,True,True,True
3452,CNE Noise,1960.0,,,,alien,NEAT,227.75,7127.7,25.105254385901347,1.416727929604001,True,True,True
3453,CNE Noise,195.0,,,,amidar,NEAT,5.77,1719.5,11.041996113740204,1.080698482713227,True,True,True
3454,CNE Noise,693.0,,,,assault,NEAT,222.39,742.0,90.56985046477165,1.9617525049765876,True,True,True
3455,CNE Noise,1300.0,,,,asterix,NEAT,210.0,8503.3,13.143139642844226,1.1505458294188635,True,True,True
3456,CNE Noise,6940.0,,,,asteroids,NEAT,719.1,47388.7,13.329662135522911,1.1562359507317586,True,True,True
3457,CNE Noise,86000.0,,,,atlantis,NEAT,12850.0,29028.1,452.1544557148244,2.656246254621023,True,True,True
3458,CNE Noise,110.0,,,,bankheist,NEAT,14.2,753.1,12.965218568141832,1.1450477371866907,True,True,True
3459,CNE Noise,20000.0,,,,battlezone,NEAT,2360.0,37187.5,50.64963032086713,1.7130672174300432,True,True,True
3460,CNE Noise,1380.0,,,,beamrider,NEAT,363.88,16926.5,6.135019700989337,0.8533951766124239,True,True,True
3461,CNE Noise,1560.0,,,,berzerk,NEAT,123.65,2630.4,57.29929191183804,1.765663279962291,True,True,True
3462,CNE Noise,147.0,,,,bowling,NEAT,23.11,160.7,90.0428810233302,1.9592459923807106,True,True,True
3463,CNE Noise,57.0,,,,boxing,NEAT,0.05,12.1,472.6141078838175,2.6754246305494034,True,True,True
3464,CNE Noise,4.0,,,,breakout,NEAT,1.72,30.5,7.922168172341904,0.9504704049212636,True,True,True
3465,CNE Noise,21849.0,,,,centipede,NEAT,2090.87,12017.0,199.0516948700047,2.3011422351430215,True,True,True
3466,CNE Noise,3500.0,,,,choppercommand,NEAT,811.0,7387.8,40.88614523780562,1.6220703942838475,True,True,True
3467,CNE Noise,21400.0,,,,crazyclimber,NEAT,10780.5,35829.4,42.395075232844555,1.6374404456286769,True,True,True
3468,CNE Noise,35250.0,,,,defender,NEAT,2874.5,18688.9,204.72164609469849,2.313279990697585,True,True,True
3469,CNE Noise,3065.0,,,,demonattack,NEAT,152.07,1971.0,160.14525022953055,2.207217509168828,True,True,True
3470,CNE Noise,10.0,,,,doubledunk,NEAT,-18.55,-16.4,1327.9069767441847,3.1234945814689663,True,True,True
3471,CNE Noise,35.0,,,,enduro,NEAT,0.0,860.5,4.067402672864613,0.7047854161625299,True,True,True
3472,CNE Noise,-51.0,,,,fishingderby,NEAT,-91.71,-38.7,76.79683078664404,1.890961905474178,True,True,True
3473,CNE Noise,29.0,,,,freeway,NEAT,0.01,29.6,97.97228793511321,1.9955136099347002,True,True,True
3474,CNE Noise,320.0,,,,frostbite,NEAT,65.2,4334.7,5.967911933481672,0.843102653043716,True,True,True
3475,CNE Noise,2440.0,,,,gopher,NEAT,257.6,2412.5,101.27616130678918,2.0097744194465488,True,True,True
3476,CNE Noise,2300.0,,,,gravitar,NEAT,173.0,3351.4,66.92046312610118,1.832000638549566,True,True,True
3477,CNE Noise,5775.0,,,,hero,NEAT,1026.97,30826.4,15.933291341478679,1.228741380584727,True,True,True
3478,CNE Noise,2.0,,,,icehockey,NEAT,-11.15,0.9,109.12863070539419,2.0419002394162544,True,True,True
3479,CNE Noise,250.0,,,,jamesbond,NEAT,29.0,302.8,80.71585098612125,1.9123063077942757,True,True,True
3480,CNE Noise,1400.0,,,,kangaroo,NEAT,52.0,3035.0,45.18940663761314,1.6645423832107038,True,True,True
3481,CNE Noise,5688.0,,,,krull,NEAT,1598.05,2665.5,383.1514356644339,2.5845024605879567,True,True,True
3482,CNE Noise,54900.0,,,,kungfumaster,NEAT,258.5,22736.3,243.09096085915883,2.387551696985093,True,True,True
3483,CNE Noise,100.0,,,,montezumarevenge,NEAT,0.0,4753.3,2.1038015694359706,0.49189394839360556,True,True,True
3484,CNE Noise,3980.0,,,,mspacman,NEAT,307.3,6951.6,55.27595081498427,1.7503228413929055,True,True,True
3485,CNE Noise,5210.0,,,,namethisgame,NEAT,2292.35,8049.0,50.68312299688187,1.7133487483951966,True,True,True
3486,CNE Noise,7960.0,,,,phoenix,NEAT,761.4,7242.6,111.06893785101524,2.049485255866554,True,True,True
3487,CNE Noise,0.0,,,,pitfall,NEAT,-229.44,6463.7,3.427987461789235,0.6462063824678737,True,True,True
3488,CNE Noise,-16.0,,,,pong,NEAT,-20.71,14.6,13.338997451146986,1.1565187875482759,True,True,True
3489,CNE Noise,14385.0,,,,privateeye,NEAT,24.94,69571.3,20.648183456330425,1.3354214596736502,True,True,True
3490,CNE Noise,1200.0,,,,qbert,NEAT,163.88,13455.0,7.795580808840788,0.9442645230141866,True,True,True
3491,CNE Noise,3000.0,,,,riverraid,NEAT,1338.5,17118.0,10.529484457682436,1.0618098881976108,True,True,True
3492,CNE Noise,7000.0,,,,roadrunner,NEAT,11.5,7845.0,89.21299546818153,1.9552691035463041,True,True,True
3493,CNE Noise,33.0,,,,robotank,NEAT,2.16,11.9,316.6324435318275,2.501924855616616,True,True,True
3494,CNE Noise,840.0,,,,seaquest,NEAT,68.4,42054.7,1.8377423111824573,0.452972955634272,True,True,True
3495,CNE Noise,-9612.0,,,,skiing,NEAT,-17098.09,-4336.9,58.66294601052096,1.7757046939560581,True,True,True
3496,CNE Noise,16120.0,,,,solaris,NEAT,1236.3,12326.7,134.2034552405684,2.1309877905164,True,True,True
3497,CNE Noise,945.0,,,,spaceinvaders,NEAT,148.3,1668.7,52.400684030518285,1.7275468201142659,True,True,True
3498,CNE Noise,5900.0,,,,stargunner,NEAT,664.0,10250.0,54.62132276236178,1.745241312855427,True,True,True
3499,CNE Noise,0.0,,,,tennis,NEAT,-23.84,-8.3,153.4105534105534,2.188676979492848,True,True,True
3500,CNE Noise,12800.0,,,,timepilot,NEAT,3568.0,5229.2,555.7428365037323,2.745654637763705,True,True,True
3501,CNE Noise,139.0,,,,tutankham,NEAT,11.43,167.6,81.68662355125825,1.9174352581892389,True,True,True
3502,CNE Noise,7790.0,,,,upndown,NEAT,533.4,11693.2,65.02446280399289,1.8197048763354449,True,True,True
3503,CNE Noise,200.0,,,,venture,NEAT,0.0,1187.5,16.842105263157894,1.2514460972502532,True,True,True
3504,CNE Noise,419666.0,,,,videopinball,NEAT,0.0,17667.9,2375.302101551401,3.375901652090527,True,True,True
3505,CNE Noise,15900.0,,,,wizardofwor,NEAT,563.5,4756.5,365.7643691867398,2.5643871377471235,True,True,True
3506,CNE Noise,44085.0,,,,yarsrevenge,NEAT,3092.91,54576.9,79.62104335736214,1.9064484142761364,True,True,True
3507,CNE Noise,3000.0,,,,zaxxon,NEAT,32.5,9173.3,32.46433572553825,1.52458220858361,True,True,True
3508,CMA-ES Object,2730.0,,,,alien,NEAT,227.75,7127.7,36.264755541706826,1.5712982765863686,True,True,True
3509,CMA-ES Object,467.4,,,,amidar,NEAT,5.77,1719.5,26.9371487924002,1.4461820808435704,True,True,True
3510,CMA-ES Object,2219.4,,,,assault,NEAT,222.39,742.0,384.3286310887012,2.585831279612192,True,True,True
3511,CMA-ES Object,2970.0,,,,asterix,NEAT,210.0,8503.3,33.27987652683492,1.5350392489626299,True,True,True
3512,CMA-ES Object,3734.0,,,,asteroids,NEAT,719.1,47388.7,6.460093936952535,0.8727442961111782,True,True,True
3513,CMA-ES Object,81960.0,,,,atlantis,NEAT,12850.0,29028.1,427.1824256247644,2.631628838084951,True,True,True
3514,CMA-ES Object,354.0,,,,bankheist,NEAT,14.2,753.1,45.987278386791175,1.6719802903979384,True,True,True
3515,CMA-ES Object,51600.0,,,,battlezone,NEAT,2360.0,37187.5,141.3825281745747,2.1534567000950062,True,True,True
3516,CMA-ES Object,1736.8,,,,beamrider,NEAT,363.88,16926.5,8.289268243792348,0.9679815040690014,True,True,True
3517,CMA-ES Object,1044.0,,,,berzerk,NEAT,123.65,2630.4,36.71486985140122,1.5765126133666705,True,True,True
3518,CMA-ES Object,168.6,,,,bowling,NEAT,23.11,160.7,105.74169634421108,2.0283341003513637,True,True,True
3519,CMA-ES Object,71.8,,,,boxing,NEAT,0.05,12.1,595.435684647303,2.775563619324539,True,True,True
3520,CMA-ES Object,23.2,,,,breakout,NEAT,1.72,30.5,74.63516330785268,1.87872374894255,True,True,True
3521,CMA-ES Object,27293.0,,,,centipede,NEAT,2090.87,12017.0,253.89683592699268,2.406364444539585,True,True,True
3522,CMA-ES Object,13360.0,,,,choppercommand,NEAT,811.0,7387.8,190.8070794307262,2.282864632558102,True,True,True
3523,CMA-ES Object,19980.0,,,,crazyclimber,NEAT,10780.5,35829.4,36.72616362395155,1.5766426440120411,True,True,True
3524,CMA-ES Object,12230.0,,,,defender,NEAT,2874.5,18688.9,59.1581090651558,1.779294176727951,True,True,True
3525,CMA-ES Object,2834.0,,,,demonattack,NEAT,152.07,1971.0,147.44547618654923,2.1715669671920517,True,True,True
